40035;8391
40036;13380
40037;15352
40038;26388
40039;477
40040;11354
40041;15160
40042;30633
40043;32372
40044;33147
40045;4641
40046;5859
40047;7967
40048;15602
40049;27578
40050;39758
40051;3819
40052;8068
40053;10072
40054;13923
40055;31147
40056;29540
40057;32804
40058;1860
40059;3372
40060;7428
40061;8939
40062;24830
40063;19504
40064;21145
40065;27559
40066;39097
40067;28052
40068;1832
40069;8386
40070;11501
40071;18852
40072;21358
40073;5112
40074;14410
40075;14586
40076;14829
40077;9578
40078;25446
40079;27525
40080;36119
40081;1137
40082;34097
40083;37781
40084;38692
40085;22914
40086;1363
40087;2950
40088;7247
40089;16311
40090;22794
40091;7780
40092;33717
40093;33822
40094;38434
40095;14120
40096;16245
40097;24627
40098;31102
40099;32028
40100;13284
40101;16241
40102;28880
40103;34907
40104;39089
40105;2490
40106;8269
40107;13203
40108;19600
40109;20639
40110;8765
40111;28729
40112;29885
40113;37102
40114;38660
40115;5617
40116;33982
40117;36949
40118;37775
40119;33915
40120;35111
40121;33647
40122;34109
40123;37716
40124;23079
40125;38451
40126;22985
40127;23851
40128;25277
40129;3778
40130;5241
40131;8122
40132;15986
40133;18621
40134;33865
40135;1659
40136;4309
40137;15623
40138;23711
40139;37258
40140;13968
40141;16056
40142;17013
40143;18741
40144;24819
40145;9225
40146;17179
40147;20385
40148;1427
40149;7589
40150;7789
40151;7883
40152;9069
40153;35851
40154;39894
40155;27106
40156;2225
40157;11160
40158;22492
40159;11177
40160;14336
40161;21138
40162;7914
40163;9324
40164;10859
40165;14607
40166;15636
40167;25423
40168;34230
40169;34795
40170;7064
40171;7118
40172;9391
40173;23278
40174;24149
40175;38028
40176;39224
40177;27440
40178;38097
40179;38306
40180;3644
40181;26932
40182;30391
40183;27936
40184;38311
40185;38458
40186;5049
40187;6194
40188;7041
40189;8551
40190;26026
40191;16071
40192;25866
40193;26392
40194;34573
40195;22067
40196;24473
40197;26806
40198;2565
40199;12262
40200;14028
40201;17083
40202;20177
40203;27095
40204;30153
40205;33588
40206;5704
40207;8158
40208;39228
40209;3405
40210;4050
40211;12811
40212;14561
40213;130
40214;2096
40215;2819
40216;9554
40217;24752
40218;30113
40219;14640
40220;15562
40221;10378
40222;14168
40223;21427
40224;30757
40225;32444
40226;37685
40227;1819
40228;15649
40229;25095
40230;31720
40231;31881
40232;24435
40233;6488
40234;10606
40235;16530
40236;19306
40237;20702
40238;26463
40239;26553
40240;31322
40241;18743
40242;29768
40243;2216
40244;2618
40245;3752
40246;8125
40247;13926
40248;2166
40249;13452
40250;728
40251;21094
40252;37882
40253;10325
40254;13691
40255;26483
40256;29252
40257;37370
40258;28511
40259;33142
40260;37001
40261;11311
40262;27379
40263;32540
40264;4531
40265;18676
40266;21376
40267;23843
40268;34875
40269;20653
40270;33070
40271;38831
40272;39055
40273;5671
40274;24461
40275;24550
40276;28134
40277;38602
40278;7715
40279;15111
40280;23833
40281;199
40282;6372
40283;13104
40284;13610
40285;22578
40286;15064
40287;30942
40288;31735
40289;33187
40290;10710
40291;23311
40292;25116
40293;38568
40294;6317
40295;19521
40296;26579
40297;39423
40298;34768
40299;26257
40300;26386
40301;31203
40302;32100
40303;32607
40304;1407
40305;20239
40306;750
40307;13636
40308;30157
40309;30521
40310;39771
40311;35652
40312;38719
40313;9907
40314;11430
40315;11724
40316;19591
40317;32418
40318;10369
40319;29016
40320;37937
40321;3387
40322;6502
40323;14345
40324;26181
40325;32699
40326;32770
40327;3731
40328;4582
40329;13345
40330;22554
40331;29132
40332;32613
40333;36567
40334;2496
40335;6950
40336;8592
40337;16549
40338;20674
40339;3310
40340;8566
40341;12519
40342;13903
40343;26610
40344;29012
40345;32310
40346;37790
40347;3095
40348;7839
40349;14572
40350;22314
